@m	0.00000000	0.00113604	0.00467724	0.00170077	0.00610469	0.00575784	0.00456164	0.00363850	0.00648706	0.00707214	0.01021210	0.00956938	0.01247249	0.01996672	0.01960784	0.02777778	0.07317073	0.07692308	0.00000000	0.00000000
z]	0.00000000	0.00005164	0.00020673	0.00298289	0.00433604	0.00552884	0.00768277	0.00984536	0.01037930	0.01001886	0.00765907	0.00846522	0.00733676	0.00665557	0.00784314	0.00000000	0.02439024	0.00000000	0.00000000	0.00000000
ju	0.00000000	0.00361468	0.01020725	0.00232875	0.00487805	0.00395852	0.00268097	0.00299642	0.00290010	0.00129656	0.00098193	0.00036805	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[w	0.02819447	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Id	0.00000000	0.00041311	0.00366944	0.00167460	0.00630438	0.00480911	0.00448161	0.00663492	0.00725025	0.00707214	0.00726630	0.00736106	0.00513573	0.00665557	0.00392157	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Im	0.00000000	0.00826212	0.00692542	0.00361086	0.00359435	0.00297707	0.00260094	0.00123067	0.00068687	0.00047148	0.00078555	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[g	0.02656787	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
rE	0.00000000	0.00779737	0.00821748	0.00272123	0.00316645	0.00363137	0.00156056	0.00085612	0.00015264	0.00058934	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1S	0.00000000	0.00012910	0.00056850	0.00062798	0.00193981	0.00333693	0.00688248	0.01075499	0.01358468	0.01214050	0.01335428	0.01251380	0.01173881	0.01331115	0.00392157	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Vn	0.00000000	0.01404560	0.00736472	0.00151761	0.00085580	0.00075245	0.00108039	0.00032104	0.00061055	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1t	0.00000000	0.00038729	0.00281668	0.00206709	0.00193981	0.00408938	0.00680245	0.00947081	0.01007403	0.00707214	0.00530244	0.00404858	0.00146735	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
sk	0.00000000	0.01177351	0.00093028	0.00716940	0.00253887	0.00170118	0.00168061	0.00085612	0.00068687	0.00000000	0.00019639	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ks	0.00000000	0.00000000	0.00909608	0.00641059	0.00271003	0.00212648	0.00296107	0.00246134	0.00259483	0.00223951	0.00274941	0.00147221	0.00000000	0.00000000	0.00000000	0.00925926	0.00000000	0.00000000	0.00000000	0.00000000
n@	0.00000000	0.00028401	0.00253243	0.00648909	0.00325203	0.00608499	0.00504182	0.00449462	0.00244219	0.00235738	0.00157109	0.00294442	0.00073368	0.00332779	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[@	0.02416669	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Iv	0.00000000	0.00074875	0.00397953	0.00133445	0.00305235	0.00193019	0.00472170	0.00716999	0.00900557	0.00990099	0.00687353	0.01030548	0.00586941	0.00166389	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
sp	0.00000000	0.01030183	0.00080107	0.00805903	0.00225360	0.00212648	0.00080029	0.00053507	0.00022896	0.00011787	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Ek	0.00000000	0.00384705	0.00651196	0.00321838	0.00387962	0.00418752	0.00272098	0.00107015	0.00183164	0.00023574	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
d@	0.00000000	0.00005164	0.00085276	0.00643676	0.00507773	0.00451467	0.00588212	0.00310343	0.00404488	0.00165017	0.00137471	0.00073611	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
r1	0.00000000	0.00302084	0.00586594	0.00235491	0.00316645	0.00359865	0.00356128	0.00438761	0.00236587	0.00141443	0.00078555	0.00000000	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
r{	0.00000000	0.00431179	0.00948369	0.00245957	0.00162602	0.00323879	0.00204073	0.00085612	0.00099214	0.00011787	0.00019639	0.00000000	0.00000000	0.00000000	0.00392157	0.00000000	0.00000000	0.07692308	0.00000000	0.00000000
p@	0.00000000	0.00547365	0.00152463	0.00635826	0.00484952	0.00232277	0.00192069	0.00214030	0.00068687	0.00011787	0.00039277	0.00036805	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[n	0.02207534	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
kr	0.00000000	0.01035346	0.00304925	0.00316605	0.00290971	0.00202833	0.00124045	0.00085612	0.00015264	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
p]	0.00000000	0.00000000	0.00018089	0.00450050	0.00539153	0.00477639	0.00420151	0.00444112	0.00419751	0.00388967	0.00373134	0.00331248	0.00220103	0.00332779	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
s@	0.00000000	0.00518964	0.00028425	0.00486682	0.00399372	0.00369680	0.00180065	0.00347798	0.00175532	0.00235738	0.00078555	0.00000000	0.00220103	0.00166389	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
mp	0.00000000	0.00000000	0.00586594	0.00934115	0.00276708	0.00196290	0.00208075	0.00026754	0.00015264	0.00011787	0.00039277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
{k	0.00000000	0.00201389	0.00700295	0.00389869	0.00154044	0.00291164	0.00348125	0.00181925	0.00045791	0.00176803	0.00117832	0.00184026	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[{	0.02029382	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ri	0.00000000	0.00593840	0.00767482	0.00180543	0.00202539	0.00160304	0.00160058	0.00074910	0.00038159	0.00011787	0.00019639	0.00036805	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
kQ	0.00000000	0.01409723	0.00090444	0.00209325	0.00119812	0.00117774	0.00056020	0.00026754	0.00022896	0.00011787	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
sE	0.00000000	0.01030183	0.00082692	0.00460516	0.00182570	0.00170118	0.00048017	0.00069560	0.00015264	0.00000000	0.00039277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
v@	0.00000000	0.00100695	0.00519407	0.00491915	0.00290971	0.00327150	0.00256092	0.00160522	0.00152637	0.00058934	0.00039277	0.00000000	0.00000000	0.00166389	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
pI	0.00000000	0.00542201	0.00211897	0.00413418	0.00405078	0.00261720	0.00160058	0.00074910	0.00038159	0.00153230	0.00098193	0.00036805	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Es	0.00000000	0.00111022	0.00545248	0.00295672	0.00336614	0.00408938	0.00300108	0.00192627	0.00137373	0.00011787	0.00078555	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Qn	0.00000000	0.00108440	0.00992299	0.00164844	0.00305235	0.00251906	0.00172062	0.00112366	0.00038159	0.00000000	0.00019639	0.00000000	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
kt	0.00000000	0.00000000	0.00072355	0.00298289	0.00339467	0.00480911	0.00552199	0.00631387	0.00251851	0.00294672	0.00176748	0.00036805	0.00073368	0.00166389	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
bP	0.00000000	0.00000000	0.00005168	0.00295672	0.00185423	0.00294435	0.00332120	0.00567179	0.00808975	0.01084394	0.00805185	0.01067354	0.00293470	0.00166389	0.00784314	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
El	0.00000000	0.00136841	0.01108584	0.00130828	0.00233918	0.00130860	0.00184066	0.00085612	0.00053423	0.00047148	0.00039277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
fI	0.00000000	0.00493145	0.00087860	0.00319221	0.00339467	0.00225734	0.00288104	0.00197977	0.00259483	0.00129656	0.00176748	0.00000000	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
gr	0.00000000	0.00828793	0.00090444	0.00198859	0.00265297	0.00323879	0.00124045	0.00064209	0.00038159	0.00047148	0.00000000	0.00000000	0.00000000	0.00332779	0.00000000	0.00000000	0.04878049	0.00000000	0.00000000	0.00000000
bI	0.00000000	0.00619659	0.00049098	0.00413418	0.00219655	0.00215919	0.00128046	0.00128418	0.00183164	0.00223951	0.00235664	0.00073611	0.00146735	0.00000000	0.00392157	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[V	0.01742790	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Ul	0.00000000	0.00000000	0.00229986	0.00013083	0.00105548	0.00667386	0.00664239	0.00433410	0.00412119	0.00330033	0.00137471	0.00036805	0.00146735	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
sl	0.00000000	0.00568020	0.00018089	0.00130828	0.00105548	0.00212648	0.00244088	0.00454813	0.00503701	0.00424328	0.00510605	0.00184026	0.00440205	0.00000000	0.00784314	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Ip	0.00000000	0.00028401	0.00664117	0.00285206	0.00302382	0.00173390	0.00164059	0.00214030	0.00137373	0.00200377	0.00117832	0.00110416	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
kI	0.00000000	0.00219462	0.00160215	0.00546863	0.00396520	0.00219191	0.00136049	0.00192627	0.00053423	0.00082508	0.00000000	0.00000000	0.00073368	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
pl	0.00000000	0.00660969	0.00131790	0.00308755	0.00359435	0.00121046	0.00108039	0.00101664	0.00038159	0.00023574	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
r5	0.00000000	0.00273683	0.00483229	0.00290439	0.00328056	0.00229005	0.00128046	0.00048157	0.00015264	0.00070721	0.00019639	0.00036805	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IS	0.00000000	0.00005164	0.00098196	0.00125595	0.00590501	0.00549612	0.00300108	0.00326395	0.00145005	0.00117869	0.00078555	0.00110416	0.00000000	0.00332779	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Iz	0.00000000	0.00020655	0.00387617	0.00156994	0.00208244	0.00235548	0.00312112	0.00310343	0.00427383	0.00341820	0.00432050	0.00478469	0.00366838	0.00665557	0.01176471	0.00925926	0.00000000	0.00000000	0.00000000	0.00000000
bl	0.00000000	0.00684206	0.00069771	0.00136062	0.00142633	0.00183204	0.00132048	0.00149821	0.00312905	0.00506836	0.00333857	0.00441664	0.00000000	0.00166389	0.00784314	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
If	0.00000000	0.00067130	0.00431547	0.00183160	0.00390814	0.00418752	0.00200072	0.00107015	0.00068687	0.00047148	0.00019639	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
[v	0.01525909	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
l2	0.00000000	0.00335648	0.00255827	0.00175310	0.00225360	0.00340236	0.00172062	0.00214030	0.00114478	0.00117869	0.00039277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
